StudentID,Name,Gender,Department,Program,Year,Email,Phone,Attendance,PAN_CARD,AISHE_Code
LPU.1030,Sameer Jain,Female,M.Sc Data Science,PG,1,sameer.jain1030@lpu.edu.in,9813418059,70.05,AQCPJ0030Y,U-0379
LPU.1031,Ritika Bhat,Male,M.Sc Data Science,PG,1,ritika.bhat1031@lpu.edu.in,9832021203,75.82,GPDPB0031C,U-0379
LPU.1032,Yash Kumar,Female,M.Sc Data Science,PG,1,yash.kumar1032@lpu.edu.in,9892172647,64.09,NZLPK0032X,U-0379
LPU.1033,Nikhil Malhotra,Male,M.Sc Data Science,PG,1,nikhil.malhotra1033@lpu.edu.in,9892509994,61.83,DPVPM0033Q,U-0379
LPU.1034,Yash Nair,Female,M.Sc Data Science,PG,1,yash.nair1034@lpu.edu.in,9858038373,71.88,KPJPN0034V,U-0379
LPU.1035,Yash Reddy,Male,M.Sc Data Science,PG,1,yash.reddy1035@lpu.edu.in,9843328819,94.76,KPDPR0035T,U-0379
LPU.1036,Kiran Kumar,Female,M.Sc Data Science,PG,1,kiran.kumar1036@lpu.edu.in,9836312700,65.58,DIQPK0036V,U-0379
LPU.1037,Ravi Mishra,Female,M.Sc Data Science,PG,1,ravi.mishra1037@lpu.edu.in,9840191171,64.89,WUZPM0037Q,U-0379
LPU.1038,Harika Das,Female,M.Sc Data Science,PG,1,harika.das1038@lpu.edu.in,9845199125,72.55,AUDPD0038C,U-0379
LPU.1039,Divya Patel,Male,M.Sc Data Science,PG,1,divya.patel1039@lpu.edu.in,9891902021,88.03,NHHPP0039H,U-0379
LPU.1040,Kiran Rao,Male,M.Sc Data Science,PG,1,kiran.rao1040@lpu.edu.in,9830474127,75.83,TPOPR0040S,U-0379
LPU.1041,Nikhil Malhotra,Female,M.Sc Data Science,PG,1,nikhil.malhotra1041@lpu.edu.in,9868509943,80.84,DHYPM0041I,U-0379
LPU.1042,Vikram Yadav,Male,M.Sc Data Science,PG,1,vikram.yadav1042@lpu.edu.in,9864296155,62.85,USUPY0042M,U-0379
LPU.1043,Divya Jain,Male,M.Sc Data Science,PG,1,divya.jain1043@lpu.edu.in,9856163637,86.59,NZRPJ0043D,U-0379
LPU.1044,Nikhil Mishra,Female,M.Sc Data Science,PG,1,nikhil.mishra1044@lpu.edu.in,9861981861,85.12,CZVPM0044W,U-0379
LPU.1045,Kavya Rao,Female,M.Sc Data Science,PG,1,kavya.rao1045@lpu.edu.in,9824668848,96.42,NCCPR0045O,U-0379
LPU.1046,Ritika Bhat,Male,M.Sc Data Science,PG,1,ritika.bhat1046@lpu.edu.in,9863200822,85.63,LGNPB0046A,U-0379
LPU.1047,Vinay Shetty,Male,M.Sc Data Science,PG,1,vinay.shetty1047@lpu.edu.in,9812409060,69.99,NNCPS0047N,U-0379
LPU.1048,Vinay Gupta,Female,M.Sc Data Science,PG,1,vinay.gupta1048@lpu.edu.in,9874240749,88.78,HNKPG0048Z,U-0379
LPU.1049,Ritika Jain,Male,M.Sc Data Science,PG,1,ritika.jain1049@lpu.edu.in,9884000585,66.43,FDKPJ0049N,U-0379
LPU.1050,Pooja Bose,Female,M.Sc Data Science,PG,1,pooja.bose1050@lpu.edu.in,9857305779,80.32,UOAPB0050W,U-0379
LPU.1051,Rahul Chopra,Female,M.Sc Data Science,PG,1,rahul.chopra1051@lpu.edu.in,9879131266,81.88,LJYPC0051F,U-0379
LPU.1052,Kiran Sharma,Male,M.Sc Data Science,PG,1,kiran.sharma1052@lpu.edu.in,9853794662,89.05,EQQPS0052T,U-0379
LPU.1053,Vikram Iyer,Female,M.Sc Data Science,PG,1,vikram.iyer1053@lpu.edu.in,9856703007,89.93,LEEPI0053T,U-0379
LPU.1054,Aman Singh,Male,M.Sc Data Science,PG,1,aman.singh1054@lpu.edu.in,9890606835,72.54,MCWPS0054J,U-0379
LPU.1055,Harika Verma,Male,M.Sc Data Science,PG,1,harika.verma1055@lpu.edu.in,9853184749,68.91,WPPPV0055B,U-0379
LPU.1056,Kiran Bose,Female,M.Sc Data Science,PG,1,kiran.bose1056@lpu.edu.in,9875235726,93.29,GBIPB0056O,U-0379
LPU.1057,Sameer Gupta,Male,M.Sc Data Science,PG,1,sameer.gupta1057@lpu.edu.in,9878869280,84.83,AZRPG0057I,U-0379
LPU.1058,Ananya Mishra,Female,M.Sc Data Science,PG,1,ananya.mishra1058@lpu.edu.in,9836499650,80.49,JBRPM0058L,U-0379
LPU.1059,Arjun Bose,Female,M.Sc Data Science,PG,1,arjun.bose1059@lpu.edu.in,9880666486,88.5,QFRPB0059V,U-0379
LPU.1060,Rahul Bhat,Female,M.Sc Data Science,PG,1,rahul.bhat1060@lpu.edu.in,9874410984,64.11,YLFPB0060U,U-0379
LPU.1061,Ritika Das,Female,M.Sc Data Science,PG,2,ritika.das1061@lpu.edu.in,9835541526,80.98,ONZPD0061P,U-0379
LPU.1062,Harika Malhotra,Female,M.Sc Data Science,PG,2,harika.malhotra1062@lpu.edu.in,9872997859,65.07,QNKPM0062L,U-0379
LPU.1063,Divya Malhotra,Male,M.Sc Data Science,PG,2,divya.malhotra1063@lpu.edu.in,9870227096,72.81,NKIPM0063B,U-0379
LPU.1064,Arjun Rao,Male,M.Sc Data Science,PG,2,arjun.rao1064@lpu.edu.in,9821332510,99.41,EYFPR0064K,U-0379
LPU.1065,Meghana Kumar,Female,M.Sc Data Science,PG,2,meghana.kumar1065@lpu.edu.in,9872294741,98.86,KXTPK0065M,U-0379
LPU.1066,Aman Das,Female,M.Sc Data Science,PG,2,aman.das1066@lpu.edu.in,9827286187,81.4,DYNPD0066X,U-0379
LPU.1067,Nikhil Iyer,Male,M.Sc Data Science,PG,2,nikhil.iyer1067@lpu.edu.in,9893238382,78.33,MDCPI0067S,U-0379
LPU.1068,Sameer Gupta,Female,M.Sc Data Science,PG,2,sameer.gupta1068@lpu.edu.in,9855777402,97.33,QHZPG0068J,U-0379
LPU.1069,Yash Bose,Female,M.Sc Data Science,PG,2,yash.bose1069@lpu.edu.in,9858892398,98.17,SNDPB0069P,U-0379
LPU.1070,Sameer Malhotra,Female,M.Sc Data Science,PG,2,sameer.malhotra1070@lpu.edu.in,9889804189,85.39,GWZPM0070Y,U-0379
LPU.1071,Vinay Bose,Male,M.Sc Data Science,PG,2,vinay.bose1071@lpu.edu.in,9848989310,88.99,NMUPB0071G,U-0379
LPU.1072,Kiran Rao,Female,M.Sc Data Science,PG,2,kiran.rao1072@lpu.edu.in,9834739735,99.02,FVMPR0072S,U-0379
LPU.1073,Divya Chopra,Male,M.Sc Data Science,PG,2,divya.chopra1073@lpu.edu.in,9871386256,92.83,BWXPC0073U,U-0379
LPU.1074,Kiran Jain,Male,M.Sc Data Science,PG,2,kiran.jain1074@lpu.edu.in,9856777199,81.69,ESIPJ0074V,U-0379
LPU.1075,Ananya Gupta,Male,M.Sc Data Science,PG,2,ananya.gupta1075@lpu.edu.in,9853283915,76.36,FKQPG0075I,U-0379
LPU.1076,Ananya Singh,Male,M.Sc Data Science,PG,2,ananya.singh1076@lpu.edu.in,9884986045,69.3,TQKPS0076K,U-0379
LPU.1077,Ananya Kumar,Male,M.Sc Data Science,PG,2,ananya.kumar1077@lpu.edu.in,9841490555,80.16,MQFPK0077J,U-0379
LPU.1078,Nikhil Singh,Female,M.Sc Data Science,PG,2,nikhil.singh1078@lpu.edu.in,9894115710,92.84,PCZPS0078R,U-0379
LPU.1079,Sneha Iyer,Female,M.Sc Data Science,PG,2,sneha.iyer1079@lpu.edu.in,9837984558,65.63,HOUPI0079N,U-0379
LPU.1080,Pooja Singh,Male,M.Sc Data Science,PG,2,pooja.singh1080@lpu.edu.in,9889329662,75.63,JXLPS0080B,U-0379
LPU.1081,Sanjay Mishra,Female,M.Sc Data Science,PG,2,sanjay.mishra1081@lpu.edu.in,9840799963,89.02,LFFPM0081Y,U-0379
LPU.1082,Rahul Malhotra,Male,M.Sc Data Science,PG,2,rahul.malhotra1082@lpu.edu.in,9820462147,77.88,GWZPM0082G,U-0379
LPU.1083,Ritika Bose,Male,M.Sc Data Science,PG,2,ritika.bose1083@lpu.edu.in,9824675320,75.34,DKEPB0083T,U-0379
LPU.1084,Ritika Iyer,Female,M.Sc Data Science,PG,2,ritika.iyer1084@lpu.edu.in,9845827088,80.54,MQYPI0084K,U-0379
LPU.1085,Ritika Reddy,Female,M.Sc Data Science,PG,2,ritika.reddy1085@lpu.edu.in,9860300074,96.64,LHWPR0085H,U-0379
LPU.1086,Aman Sharma,Male,M.Sc Data Science,PG,2,aman.sharma1086@lpu.edu.in,9814538317,84.57,BNRPS0086T,U-0379
LPU.1087,Kiran Sharma,Male,M.Sc Data Science,PG,2,kiran.sharma1087@lpu.edu.in,9851535441,81.78,IIRPS0087E,U-0379
LPU.1088,Sameer Verma,Male,M.Sc Data Science,PG,2,sameer.verma1088@lpu.edu.in,9841243307,74.32,GMXPV0088Z,U-0379
LPU.1089,Nikhil Iyer,Female,M.Sc Data Science,PG,2,nikhil.iyer1089@lpu.edu.in,9811429261,85.3,LMWPI0089I,U-0379
LPU.1090,Vinay Reddy,Male,M.Sc Data Science,PG,2,vinay.reddy1090@lpu.edu.in,9842468771,70.1,QKLPR0090X,U-0379
LPU.1091,Ritika Das,Female,M.Sc Data Science,PG,2,ritika.das1091@lpu.edu.in,9832999080,77.89,HWYPD0091C,U-0379
LPU.1092,Sameer Bose,Male,M.Sc Data Science,PG,2,sameer.bose1092@lpu.edu.in,9883852000,63.16,QEPPB0092W,U-0379
LPU.1093,Arjun Malhotra,Female,M.Sc Data Science,PG,2,arjun.malhotra1093@lpu.edu.in,9877942234,91.32,FAWPM0093N,U-0379
LPU.1094,Harika Reddy,Male,M.Sc Data Science,PG,2,harika.reddy1094@lpu.edu.in,9892431721,80.09,QVPPR0094N,U-0379
LPU.1095,Yash Rao,Female,M.Sc Data Science,PG,2,yash.rao1095@lpu.edu.in,9879689593,70.66,NYDPR0095C,U-0379
LPU.1096,Sameer Naidu,Male,M.Sc Data Science,PG,2,sameer.naidu1096@lpu.edu.in,9812438422,89.58,DBMPN0096Q,U-0379
LPU.1097,Rahul Mishra,Male,M.Sc Data Science,PG,2,rahul.mishra1097@lpu.edu.in,9835020081,78.47,TRUPM0097Q,U-0379
LPU.1098,Arjun Sharma,Female,M.Sc Data Science,PG,2,arjun.sharma1098@lpu.edu.in,9834997910,68.4,YNUPS0098M,U-0379
LPU.1099,Meghana Singh,Male,M.Sc Data Science,PG,2,meghana.singh1099@lpu.edu.in,9850424480,66.17,VPEPS0099K,U-0379
LPU.1100,Vikram Iyer,Female,M.Sc Data Science,PG,2,vikram.iyer1100@lpu.edu.in,9894962283,75.09,YSAPI0100D,U-0379
LPU.1101,Sanjay Jain,Female,M.Sc Data Science,PG,2,sanjay.jain1101@lpu.edu.in,9873712610,65.58,JWWPJ0101X,U-0379
LPU.1102,Sameer Malhotra,Male,M.Sc Data Science,PG,2,sameer.malhotra1102@lpu.edu.in,9867428479,62.15,RYDPM0102O,U-0379
LPU.1103,Sameer Nair,Female,M.Sc Data Science,PG,2,sameer.nair1103@lpu.edu.in,9866721183,80.79,AKCPN0103G,U-0379
LPU.1104,Divya Bose,Male,M.Sc Data Science,PG,2,divya.bose1104@lpu.edu.in,9870764087,65.39,OAMPB0104B,U-0379
LPU.1105,Nikhil Kumar,Female,M.Sc Data Science,PG,2,nikhil.kumar1105@lpu.edu.in,9843149868,75.9,EZRPK0105Q,U-0379
LPU.1106,Vikram Chopra,Male,M.Sc Data Science,PG,2,vikram.chopra1106@lpu.edu.in,9837504839,90.12,DHPPC0106X,U-0379
LPU.1107,Sameer Gupta,Female,M.Sc Data Science,PG,2,sameer.gupta1107@lpu.edu.in,9851794497,94.48,MBEPG0107F,U-0379
LPU.1108,Yash Iyer,Male,M.Sc Data Science,PG,2,yash.iyer1108@lpu.edu.in,9885032108,78.26,FPNPI0108Y,U-0379
LPU.1109,Aman Naidu,Female,M.Sc Data Science,PG,2,aman.naidu1109@lpu.edu.in,9835189040,66.2,AIWPN0109I,U-0379
LPU.1110,Aman Bhat,Male,M.Sc Data Science,PG,2,aman.bhat1110@lpu.edu.in,9827254358,95.53,MOBPB0110V,U-0379
LPU.1111,Meghana Naidu,Female,M.Sc Data Science,PG,2,meghana.naidu1111@lpu.edu.in,9873625731,82.83,GCNPN0111G,U-0379
LPU.1112,Vikram Jain,Male,M.Sc Data Science,PG,2,vikram.jain1112@lpu.edu.in,9869057017,68.1,YEZPJ0112P,U-0379
LPU.1113,Harika Sharma,Female,M.Sc Data Science,PG,2,harika.sharma1113@lpu.edu.in,9849638275,79.67,KVZPS0113B,U-0379
LPU.1114,Neha Gupta,Male,M.Sc Data Science,PG,2,neha.gupta1114@lpu.edu.in,9844121120,69.72,MYRPG0114K,U-0379
LPU.1115,Harika Rao,Female,M.Sc Data Science,PG,2,harika.rao1115@lpu.edu.in,9813472670,84.01,KERPR0115R,U-0379
LPU.1116,Pooja Nair,Male,M.Sc Data Science,PG,2,pooja.nair1116@lpu.edu.in,9854803831,98.96,XWSPN0116W,U-0379
LPU.1117,Ravi Sharma,Male,M.Sc Data Science,PG,2,ravi.sharma1117@lpu.edu.in,9880123013,70.61,QFVPS0117X,U-0379
LPU.1118,Kavya Sharma,Female,M.Sc Data Science,PG,2,kavya.sharma1118@lpu.edu.in,9862439107,99.74,IEUPS0118R,U-0379
LPU.1119,Pooja Mishra,Female,M.Sc Data Science,PG,2,pooja.mishra1119@lpu.edu.in,9817918544,68.33,XEFPM0119N,U-0379
LPU.1120,Rahul Jain,Male,M.Sc Data Science,PG,2,rahul.jain1120@lpu.edu.in,9821150344,72.64,NQTPJ0120S,U-0379
LPU.1121,Kiran Reddy,Male,M.Tech CSE,PG,1,kiran.reddy1121@lpu.edu.in,9842732960,89.79,AFDPR0121J,U-0379
LPU.1122,Rahul Mishra,Male,M.Tech CSE,PG,1,rahul.mishra1122@lpu.edu.in,9848350854,60.95,INTPM0122O,U-0379
LPU.1123,Kiran Shetty,Female,M.Tech CSE,PG,1,kiran.shetty1123@lpu.edu.in,9895765761,96.69,TFHPS0123X,U-0379
LPU.1124,Ananya Iyer,Female,M.Tech CSE,PG,1,ananya.iyer1124@lpu.edu.in,9866727183,87.51,EPTPI0124W,U-0379
LPU.1125,Aman Jain,Female,M.Tech CSE,PG,1,aman.jain1125@lpu.edu.in,9814523266,96.84,KVIPJ0125D,U-0379
LPU.1126,Ananya Naidu,Female,M.Tech CSE,PG,1,ananya.naidu1126@lpu.edu.in,9873457237,96.02,IFBPN0126O,U-0379
LPU.1127,Arjun Jain,Female,M.Tech CSE,PG,1,arjun.jain1127@lpu.edu.in,9858844549,97.79,EGKPJ0127C,U-0379
LPU.1128,Vikram Malhotra,Male,M.Tech CSE,PG,1,vikram.malhotra1128@lpu.edu.in,9844399847,66.18,IVFPM0128B,U-0379
LPU.1129,Arjun Das,Female,M.Tech CSE,PG,1,arjun.das1129@lpu.edu.in,9857996668,64.01,MTJPD0129B,U-0379
LPU.1130,Harika Reddy,Male,M.Tech CSE,PG,1,harika.reddy1130@lpu.edu.in,9841677881,88.66,UVXPR0130R,U-0379
LPU.1131,Harika Verma,Male,M.Tech CSE,PG,1,harika.verma1131@lpu.edu.in,9839547456,86.64,KNPPV0131W,U-0379
LPU.1132,Sneha Kumar,Male,M.Tech CSE,PG,1,sneha.kumar1132@lpu.edu.in,9855436395,61.34,RLGPK0132S,U-0379
LPU.1133,Rahul Shetty,Female,M.Tech CSE,PG,1,rahul.shetty1133@lpu.edu.in,9879072047,99.22,ARZPS0133P,U-0379
LPU.1134,Ananya Rao,Male,M.Tech CSE,PG,1,ananya.rao1134@lpu.edu.in,9884143205,80.22,ZCDPR0134J,U-0379
LPU.1135,Neha Reddy,Female,M.Tech CSE,PG,1,neha.reddy1135@lpu.edu.in,9894341488,65.86,ZQUPR0135T,U-0379
LPU.1136,Ravi Reddy,Male,M.Tech CSE,PG,1,ravi.reddy1136@lpu.edu.in,9874760486,88.4,YYXPR0136G,U-0379
LPU.1137,Arjun Das,Female,M.Tech CSE,PG,1,arjun.das1137@lpu.edu.in,9867915735,98.99,QGNPD0137N,U-0379
LPU.1138,Harika Bose,Female,M.Tech CSE,PG,1,harika.bose1138@lpu.edu.in,9825789838,95.26,MQMPB0138E,U-0379
LPU.1139,Sneha Sharma,Male,M.Tech CSE,PG,1,sneha.sharma1139@lpu.edu.in,9835716681,97.67,BCHPS0139T,U-0379
LPU.1140,Sneha Patel,Male,M.Tech CSE,PG,1,sneha.patel1140@lpu.edu.in,9836024662,71.82,WTEPP0140F,U-0379
LPU.1141,Nikhil Nair,Female,M.Tech CSE,PG,1,nikhil.nair1141@lpu.edu.in,9868014181,60.78,QOWPN0141V,U-0379
LPU.1142,Sameer Das,Male,M.Tech CSE,PG,1,sameer.das1142@lpu.edu.in,9887143286,82.64,IBBPD0142I,U-0379
LPU.1143,Rahul Yadav,Male,M.Tech CSE,PG,1,rahul.yadav1143@lpu.edu.in,9837402376,73.39,YPPPY0143Z,U-0379
LPU.1144,Kavya Mishra,Female,M.Tech CSE,PG,1,kavya.mishra1144@lpu.edu.in,9871493003,71.2,ZXDPM0144X,U-0379
LPU.1145,Harika Sharma,Female,M.Tech CSE,PG,1,harika.sharma1145@lpu.edu.in,9869390192,87.23,GDQPS0145M,U-0379
LPU.1146,Rahul Bose,Male,M.Tech CSE,PG,1,rahul.bose1146@lpu.edu.in,9831154305,60.54,KNHPB0146F,U-0379
LPU.1147,Ritika Naidu,Male,M.Tech CSE,PG,1,ritika.naidu1147@lpu.edu.in,9827906306,71.1,LFEPN0147F,U-0379
LPU.1148,Kiran Mishra,Male,M.Tech CSE,PG,1,kiran.mishra1148@lpu.edu.in,9889731122,75.27,KUKPM0148G,U-0379
LPU.1149,Yash Yadav,Male,M.Tech CSE,PG,1,yash.yadav1149@lpu.edu.in,9815110398,84.4,CZNPY0149X,U-0379
LPU.1150,Divya Rao,Female,M.Tech CSE,PG,1,divya.rao1150@lpu.edu.in,9833399199,60.08,FBCPR0150J,U-0379
LPU.1151,Arjun Verma,Male,M.Tech CSE,PG,1,arjun.verma1151@lpu.edu.in,9861708440,67.56,EPDPV0151B,U-0379
LPU.1152,Sanjay Malhotra,Male,M.Tech CSE,PG,1,sanjay.malhotra1152@lpu.edu.in,9854507056,95.43,TPHPM0152J,U-0379
LPU.1153,Yash Shetty,Female,M.Tech CSE,PG,1,yash.shetty1153@lpu.edu.in,9830480787,60.49,UJYPS0153O,U-0379
LPU.1154,Divya Das,Female,M.Tech CSE,PG,1,divya.das1154@lpu.edu.in,9887082158,93.05,YFIPD0154H,U-0379
LPU.1155,Sameer Iyer,Female,M.Tech CSE,PG,1,sameer.iyer1155@lpu.edu.in,9899504621,92.04,LPHPI0155L,U-0379
LPU.1156,Vikram Rao,Female,M.Tech CSE,PG,1,vikram.rao1156@lpu.edu.in,9894659993,75.91,TIUPR0156L,U-0379
LPU.1157,Meghana Das,Female,M.Tech CSE,PG,1,meghana.das1157@lpu.edu.in,9896923940,73.21,LRXPD0157T,U-0379
LPU.1158,Ananya Iyer,Male,M.Tech CSE,PG,1,ananya.iyer1158@lpu.edu.in,9866485028,90.28,MUCPI0158H,U-0379
LPU.1159,Pooja Mishra,Female,M.Tech CSE,PG,1,pooja.mishra1159@lpu.edu.in,9830495262,67.76,UVPPM0159B,U-0379
LPU.1160,Sanjay Gupta,Female,M.Tech CSE,PG,1,sanjay.gupta1160@lpu.edu.in,9861029930,71.27,ZARPG0160W,U-0379
LPU.1161,Rahul Shetty,Female,M.Tech CSE,PG,1,rahul.shetty1161@lpu.edu.in,9848054098,84.63,KNIPS0161S,U-0379
LPU.1162,Ritika Bhat,Male,M.Tech CSE,PG,1,ritika.bhat1162@lpu.edu.in,9895995761,97.81,EWQPB0162V,U-0379
LPU.1163,Ritika Reddy,Male,M.Tech CSE,PG,1,ritika.reddy1163@lpu.edu.in,9893777129,65.69,JTKPR0163P,U-0379
LPU.1164,Arjun Gupta,Male,M.Tech CSE,PG,1,arjun.gupta1164@lpu.edu.in,9894194021,93.32,ZJNPG0164E,U-0379
LPU.1165,Vinay Kumar,Female,M.Tech CSE,PG,1,vinay.kumar1165@lpu.edu.in,9815900448,99.98,WEHPK0165T,U-0379
LPU.1166,Pooja Bose,Female,M.Tech CSE,PG,1,pooja.bose1166@lpu.edu.in,9822041788,97.59,TXFPB0166B,U-0379
LPU.1167,Arjun Bose,Female,M.Tech CSE,PG,1,arjun.bose1167@lpu.edu.in,9855149839,60.18,TPAPB0167N,U-0379
LPU.1168,Meghana Rao,Female,M.Tech CSE,PG,1,meghana.rao1168@lpu.edu.in,9844254251,79.95,QMIPR0168M,U-0379
LPU.1169,Vikram Nair,Female,M.Tech CSE,PG,1,vikram.nair1169@lpu.edu.in,9852165952,69.74,IUYPN0169L,U-0379
LPU.1170,Kavya Das,Male,M.Tech CSE,PG,1,kavya.das1170@lpu.edu.in,9839593972,84.31,FXGPD0170P,U-0379
LPU.1171,Ritika Kumar,Female,M.Tech CSE,PG,1,ritika.kumar1171@lpu.edu.in,9834072078,78.02,NRHPK0171Z,U-0379
LPU.1172,Aman Verma,Male,M.Tech CSE,PG,1,aman.verma1172@lpu.edu.in,9821793744,97.98,FIIPV0172L,U-0379
LPU.1173,Meghana Patel,Female,M.Tech CSE,PG,1,meghana.patel1173@lpu.edu.in,9823893249,79.27,MYBPP0173V,U-0379
LPU.1174,Pooja Gupta,Male,M.Tech CSE,PG,1,pooja.gupta1174@lpu.edu.in,9833127844,74.33,WQUPG0174J,U-0379
LPU.1175,Kavya Patel,Female,M.Tech CSE,PG,1,kavya.patel1175@lpu.edu.in,9886538810,73.91,UCEPP0175M,U-0379
LPU.1176,Ananya Shetty,Female,M.Tech CSE,PG,1,ananya.shetty1176@lpu.edu.in,9840250435,83.56,AQGPS0176V,U-0379
LPU.1177,Kavya Gupta,Male,M.Tech CSE,PG,1,kavya.gupta1177@lpu.edu.in,9819668643,98.43,ADAPG0177I,U-0379
LPU.1178,Kiran Reddy,Male,M.Tech CSE,PG,1,kiran.reddy1178@lpu.edu.in,9852694935,83.38,VHFPR0178T,U-0379
LPU.1179,Ravi Sharma,Male,M.Tech CSE,PG,1,ravi.sharma1179@lpu.edu.in,9886981161,69.12,VNZPS0179X,U-0379
LPU.1180,Harika Rao,Female,M.Tech CSE,PG,1,harika.rao1180@lpu.edu.in,9883657960,72.6,GNGPR0180C,U-0379
LPU.1181,Pooja Yadav,Female,M.Tech CSE,PG,2,pooja.yadav1181@lpu.edu.in,9817914200,63.99,GEBPY0181H,U-0379
LPU.1182,Pooja Shetty,Male,M.Tech CSE,PG,2,pooja.shetty1182@lpu.edu.in,9892168884,91.26,EINPS0182E,U-0379
LPU.1183,Vinay Naidu,Female,M.Tech CSE,PG,2,vinay.naidu1183@lpu.edu.in,9827629386,71.39,RSMPN0183W,U-0379
LPU.1184,Pooja Patel,Female,M.Tech CSE,PG,2,pooja.patel1184@lpu.edu.in,9858680663,99.45,CPQPP0184Z,U-0379
LPU.1185,Vinay Verma,Male,M.Tech CSE,PG,2,vinay.verma1185@lpu.edu.in,9862611568,63.13,LXRPV0185S,U-0379
LPU.1186,Ritika Gupta,Male,M.Tech CSE,PG,2,ritika.gupta1186@lpu.edu.in,9840938416,89.35,CQOPG0186R,U-0379
