StudentID,Name,Gender,Department,Program,Year,Email,Phone,Attendance,PAN_CARD,AISHE_Code
MBU00034,Yash Nair,Female,M.Sc Data Science,PG,1,yash.nair1034@mbu.edu.in,9858038373,96.68,JZMPN0034Q,U-0188
MBU00035,Yash Reddy,Male,M.Sc Data Science,PG,1,yash.reddy1035@mbu.edu.in,9843328819,65.12,JLMPR0035I,U-0188
MBU00036,Kiran Kumar,Female,M.Sc Data Science,PG,1,kiran.kumar1036@mbu.edu.in,9836312700,80.48,RVAPK0036R,U-0188
MBU00037,Ravi Mishra,Female,M.Sc Data Science,PG,1,ravi.mishra1037@mbu.edu.in,9840191171,60.25,OHOPM0037Y,U-0188
MBU00038,Harika Das,Female,M.Sc Data Science,PG,1,harika.das1038@mbu.edu.in,9845199125,62.94,COJPD0038X,U-0188
MBU00039,Divya Patel,Male,M.Sc Data Science,PG,1,divya.patel1039@mbu.edu.in,9891902021,72.56,BOOPP0039R,U-0188
MBU00040,Kiran Rao,Male,M.Sc Data Science,PG,1,kiran.rao1040@mbu.edu.in,9830474127,62.21,GXMPR0040F,U-0188
MBU00041,Nikhil Malhotra,Female,M.Sc Data Science,PG,1,nikhil.malhotra1041@mbu.edu.in,9868509943,89.14,WXTPM0041D,U-0188
MBU00042,Vikram Yadav,Male,M.Sc Data Science,PG,1,vikram.yadav1042@mbu.edu.in,9864296155,82.81,ZDDPY0042Z,U-0188
MBU00043,Divya Jain,Male,M.Sc Data Science,PG,1,divya.jain1043@mbu.edu.in,9856163637,81.66,KCYPJ0043X,U-0188
MBU00044,Nikhil Mishra,Female,M.Sc Data Science,PG,1,nikhil.mishra1044@mbu.edu.in,9861981861,95.26,ARTPM0044O,U-0188
MBU00045,Kavya Rao,Female,M.Sc Data Science,PG,1,kavya.rao1045@mbu.edu.in,9824668848,95.76,YVOPR0045V,U-0188
MBU00046,Ritika Bhat,Male,M.Sc Data Science,PG,1,ritika.bhat1046@mbu.edu.in,9863200822,87.69,YLAPB0046W,U-0188
MBU00047,Vinay Shetty,Male,M.Sc Data Science,PG,1,vinay.shetty1047@mbu.edu.in,9812409060,74.45,SLDPS0047R,U-0188
MBU00048,Vinay Gupta,Female,M.Sc Data Science,PG,1,vinay.gupta1048@mbu.edu.in,9874240749,97.77,COLPG0048Q,U-0188
MBU00049,Ritika Jain,Male,M.Sc Data Science,PG,1,ritika.jain1049@mbu.edu.in,9884000585,81.25,APPPJ0049L,U-0188
MBU00050,Pooja Bose,Female,M.Sc Data Science,PG,1,pooja.bose1050@mbu.edu.in,9857305779,60.6,EDYPB0050L,U-0188
MBU00051,Rahul Chopra,Female,M.Sc Data Science,PG,1,rahul.chopra1051@mbu.edu.in,9879131266,86.97,NEBPC0051O,U-0188
MBU00052,Kiran Sharma,Male,M.Sc Data Science,PG,1,kiran.sharma1052@mbu.edu.in,9853794662,97.8,VXIPS0052O,U-0188
MBU00053,Vikram Iyer,Female,M.Sc Data Science,PG,1,vikram.iyer1053@mbu.edu.in,9856703007,64.26,OFYPI0053P,U-0188
MBU00054,Aman Singh,Male,M.Sc Data Science,PG,1,aman.singh1054@mbu.edu.in,9890606835,78.02,WIBPS0054J,U-0188
MBU00055,Harika Verma,Male,M.Sc Data Science,PG,1,harika.verma1055@mbu.edu.in,9853184749,63.67,EBKPV0055Z,U-0188
MBU00056,Kiran Bose,Female,M.Sc Data Science,PG,1,kiran.bose1056@mbu.edu.in,9875235726,77.44,EJLPB0056I,U-0188
MBU00057,Sameer Gupta,Male,M.Sc Data Science,PG,1,sameer.gupta1057@mbu.edu.in,9878869280,98.07,UODPG0057M,U-0188
MBU00058,Ananya Mishra,Female,M.Sc Data Science,PG,1,ananya.mishra1058@mbu.edu.in,9836499650,93.1,YYMPM0058T,U-0188
MBU00059,Arjun Bose,Female,M.Sc Data Science,PG,1,arjun.bose1059@mbu.edu.in,9880666486,87.59,PGXPB0059V,U-0188
MBU00060,Rahul Bhat,Female,M.Sc Data Science,PG,1,rahul.bhat1060@mbu.edu.in,9874410984,72.47,ZVRPB0060Z,U-0188
MBU00061,Ritika Das,Female,M.Sc Data Science,PG,2,ritika.das1061@mbu.edu.in,9835541526,83.37,WFOPD0061F,U-0188
MBU00062,Harika Malhotra,Female,M.Sc Data Science,PG,2,harika.malhotra1062@mbu.edu.in,9872997859,99.89,JJZPM0062M,U-0188
MBU00063,Divya Malhotra,Male,M.Sc Data Science,PG,2,divya.malhotra1063@mbu.edu.in,9870227096,81.96,YRJPM0063F,U-0188
MBU00064,Arjun Rao,Male,M.Sc Data Science,PG,2,arjun.rao1064@mbu.edu.in,9821332510,94.97,TWVPR0064B,U-0188
MBU00065,Meghana Kumar,Female,M.Sc Data Science,PG,2,meghana.kumar1065@mbu.edu.in,9872294741,84.32,QNIPK0065Y,U-0188
MBU00066,Aman Das,Female,M.Sc Data Science,PG,2,aman.das1066@mbu.edu.in,9827286187,71.96,CEGPD0066Y,U-0188
MBU00067,Nikhil Iyer,Male,M.Sc Data Science,PG,2,nikhil.iyer1067@mbu.edu.in,9893238382,93.45,UCZPI0067N,U-0188
MBU00068,Sameer Gupta,Female,M.Sc Data Science,PG,2,sameer.gupta1068@mbu.edu.in,9855777402,64.71,RZTPG0068G,U-0188
MBU00069,Yash Bose,Female,M.Sc Data Science,PG,2,yash.bose1069@mbu.edu.in,9858892398,76.5,XZBPB0069U,U-0188
MBU00070,Sameer Malhotra,Female,M.Sc Data Science,PG,2,sameer.malhotra1070@mbu.edu.in,9889804189,92.58,JJRPM0070S,U-0188
MBU00071,Vinay Bose,Male,M.Sc Data Science,PG,2,vinay.bose1071@mbu.edu.in,9848989310,93.46,UXIPB0071R,U-0188
MBU00072,Kiran Rao,Female,M.Sc Data Science,PG,2,kiran.rao1072@mbu.edu.in,9834739735,74.97,JUWPR0072Y,U-0188
MBU00073,Divya Chopra,Male,M.Sc Data Science,PG,2,divya.chopra1073@mbu.edu.in,9871386256,87.7,FVYPC0073N,U-0188
MBU00074,Kiran Jain,Male,M.Sc Data Science,PG,2,kiran.jain1074@mbu.edu.in,9856777199,72.5,VMVPJ0074P,U-0188
MBU00075,Ananya Gupta,Male,M.Sc Data Science,PG,2,ananya.gupta1075@mbu.edu.in,9853283915,66.19,NIEPG0075G,U-0188
MBU00076,Ananya Singh,Male,M.Sc Data Science,PG,2,ananya.singh1076@mbu.edu.in,9884986045,86.14,SWSPS0076U,U-0188
MBU00077,Ananya Kumar,Male,M.Sc Data Science,PG,2,ananya.kumar1077@mbu.edu.in,9841490555,72.25,FOXPK0077I,U-0188
MBU00078,Nikhil Singh,Female,M.Sc Data Science,PG,2,nikhil.singh1078@mbu.edu.in,9894115710,88.74,FSWPS0078L,U-0188
MBU00079,Sneha Iyer,Female,M.Sc Data Science,PG,2,sneha.iyer1079@mbu.edu.in,9837984558,83.7,PYWPI0079R,U-0188
MBU00080,Pooja Singh,Male,M.Sc Data Science,PG,2,pooja.singh1080@mbu.edu.in,9889329662,83.16,GEVPS0080J,U-0188
MBU00081,Sanjay Mishra,Female,M.Sc Data Science,PG,2,sanjay.mishra1081@mbu.edu.in,9840799963,69.78,RIDPM0081G,U-0188
MBU00082,Rahul Malhotra,Male,M.Sc Data Science,PG,2,rahul.malhotra1082@mbu.edu.in,9820462147,71.39,TUQPM0082J,U-0188
MBU00083,Ritika Bose,Male,M.Sc Data Science,PG,2,ritika.bose1083@mbu.edu.in,9824675320,72.45,JJMPB0083T,U-0188
MBU00084,Ritika Iyer,Female,M.Sc Data Science,PG,2,ritika.iyer1084@mbu.edu.in,9845827088,75.94,UZRPI0084F,U-0188
MBU00085,Ritika Reddy,Female,M.Sc Data Science,PG,2,ritika.reddy1085@mbu.edu.in,9860300074,88.93,HVRPR0085M,U-0188
MBU00086,Aman Sharma,Male,M.Sc Data Science,PG,2,aman.sharma1086@mbu.edu.in,9814538317,66.55,RSGPS0086M,U-0188
MBU00087,Kiran Sharma,Male,M.Sc Data Science,PG,2,kiran.sharma1087@mbu.edu.in,9851535441,61.2,SHUPS0087B,U-0188
MBU00088,Sameer Verma,Male,M.Sc Data Science,PG,2,sameer.verma1088@mbu.edu.in,9841243307,63.78,QQHPV0088F,U-0188
MBU00089,Nikhil Iyer,Female,M.Sc Data Science,PG,2,nikhil.iyer1089@mbu.edu.in,9811429261,61.04,QEJPI0089B,U-0188
MBU00090,Vinay Reddy,Male,M.Sc Data Science,PG,2,vinay.reddy1090@mbu.edu.in,9842468771,75.59,BXIPR0090P,U-0188
MBU00091,Ritika Das,Female,M.Sc Data Science,PG,2,ritika.das1091@mbu.edu.in,9832999080,66.36,XRFPD0091D,U-0188
MBU00092,Sameer Bose,Male,M.Sc Data Science,PG,2,sameer.bose1092@mbu.edu.in,9883852000,63.95,KWSPB0092H,U-0188
MBU00093,Arjun Malhotra,Female,M.Sc Data Science,PG,2,arjun.malhotra1093@mbu.edu.in,9877942234,69.4,EAXPM0093Z,U-0188
MBU00094,Harika Reddy,Male,M.Sc Data Science,PG,2,harika.reddy1094@mbu.edu.in,9892431721,74.11,EEHPR0094T,U-0188
MBU00095,Yash Rao,Female,M.Sc Data Science,PG,2,yash.rao1095@mbu.edu.in,9879689593,97.17,DVFPR0095U,U-0188
MBU00096,Sameer Naidu,Male,M.Sc Data Science,PG,2,sameer.naidu1096@mbu.edu.in,9812438422,81.44,SUIPN0096A,U-0188
MBU00097,Rahul Mishra,Male,M.Sc Data Science,PG,2,rahul.mishra1097@mbu.edu.in,9835020081,63.88,HCGPM0097O,U-0188
MBU00098,Arjun Sharma,Female,M.Sc Data Science,PG,2,arjun.sharma1098@mbu.edu.in,9834997910,75.01,ECLPS0098T,U-0188
MBU00099,Meghana Singh,Male,M.Sc Data Science,PG,2,meghana.singh1099@mbu.edu.in,9850424480,75.48,JLNPS0099U,U-0188
MBU00100,Vikram Iyer,Female,M.Sc Data Science,PG,2,vikram.iyer1100@mbu.edu.in,9894962283,62.2,AVEPI0100R,U-0188
MBU00101,Sanjay Jain,Female,M.Sc Data Science,PG,2,sanjay.jain1101@mbu.edu.in,9873712610,90.04,JOAPJ0101J,U-0188
MBU00102,Sameer Malhotra,Male,M.Sc Data Science,PG,2,sameer.malhotra1102@mbu.edu.in,9867428479,97.23,RNNPM0102R,U-0188
MBU00103,Sameer Nair,Female,M.Sc Data Science,PG,2,sameer.nair1103@mbu.edu.in,9866721183,87.26,NFIPN0103I,U-0188
MBU00104,Divya Bose,Male,M.Sc Data Science,PG,2,divya.bose1104@mbu.edu.in,9870764087,89.76,LELPB0104K,U-0188
MBU00105,Nikhil Kumar,Female,M.Sc Data Science,PG,2,nikhil.kumar1105@mbu.edu.in,9843149868,90.99,JRTPK0105Z,U-0188
MBU00106,Vikram Chopra,Male,M.Sc Data Science,PG,2,vikram.chopra1106@mbu.edu.in,9837504839,74.74,EVHPC0106U,U-0188
MBU00107,Sameer Gupta,Female,M.Sc Data Science,PG,2,sameer.gupta1107@mbu.edu.in,9851794497,85.21,XVOPG0107N,U-0188
MBU00108,Yash Iyer,Male,M.Sc Data Science,PG,2,yash.iyer1108@mbu.edu.in,9885032108,62.88,TYTPI0108C,U-0188
MBU00109,Aman Naidu,Female,M.Sc Data Science,PG,2,aman.naidu1109@mbu.edu.in,9835189040,69.02,HYEPN0109X,U-0188
MBU00110,Aman Bhat,Male,M.Sc Data Science,PG,2,aman.bhat1110@mbu.edu.in,9827254358,79.61,SXTPB0110Q,U-0188
MBU00111,Meghana Naidu,Female,M.Sc Data Science,PG,2,meghana.naidu1111@mbu.edu.in,9873625731,95.16,UTTPN0111Y,U-0188
MBU00112,Vikram Jain,Male,M.Sc Data Science,PG,2,vikram.jain1112@mbu.edu.in,9869057017,91.32,XUGPJ0112X,U-0188
MBU00113,Harika Sharma,Female,M.Sc Data Science,PG,2,harika.sharma1113@mbu.edu.in,9849638275,60.14,BTVPS0113O,U-0188
MBU00114,Neha Gupta,Male,M.Sc Data Science,PG,2,neha.gupta1114@mbu.edu.in,9844121120,68.77,NICPG0114O,U-0188
MBU00115,Harika Rao,Female,M.Sc Data Science,PG,2,harika.rao1115@mbu.edu.in,9813472670,69.2,EKWPR0115R,U-0188
MBU00116,Pooja Nair,Male,M.Sc Data Science,PG,2,pooja.nair1116@mbu.edu.in,9854803831,86.68,BDUPN0116U,U-0188
MBU00117,Ravi Sharma,Male,M.Sc Data Science,PG,2,ravi.sharma1117@mbu.edu.in,9880123013,80.8,ZVYPS0117C,U-0188
MBU00118,Kavya Sharma,Female,M.Sc Data Science,PG,2,kavya.sharma1118@mbu.edu.in,9862439107,70.96,PSVPS0118O,U-0188
MBU00119,Pooja Mishra,Female,M.Sc Data Science,PG,2,pooja.mishra1119@mbu.edu.in,9817918544,87.38,IDPPM0119W,U-0188
MBU00120,Rahul Jain,Male,M.Sc Data Science,PG,2,rahul.jain1120@mbu.edu.in,9821150344,94.83,XIHPJ0120A,U-0188
MBU00121,Kiran Reddy,Male,M.Tech CSE,PG,1,kiran.reddy1121@mbu.edu.in,9842732960,92.75,YPDPR0121L,U-0188
MBU00122,Rahul Mishra,Male,M.Tech CSE,PG,1,rahul.mishra1122@mbu.edu.in,9848350854,99.14,MFYPM0122R,U-0188
MBU00123,Kiran Shetty,Female,M.Tech CSE,PG,1,kiran.shetty1123@mbu.edu.in,9895765761,84.24,PAKPS0123K,U-0188
MBU00124,Ananya Iyer,Female,M.Tech CSE,PG,1,ananya.iyer1124@mbu.edu.in,9866727183,86.53,BAHPI0124I,U-0188
MBU00125,Aman Jain,Female,M.Tech CSE,PG,1,aman.jain1125@mbu.edu.in,9814523266,82.59,LFCPJ0125N,U-0188
MBU00126,Ananya Naidu,Female,M.Tech CSE,PG,1,ananya.naidu1126@mbu.edu.in,9873457237,87.76,HJSPN0126E,U-0188
MBU00127,Arjun Jain,Female,M.Tech CSE,PG,1,arjun.jain1127@mbu.edu.in,9858844549,65.24,WMBPJ0127M,U-0188
MBU00128,Vikram Malhotra,Male,M.Tech CSE,PG,1,vikram.malhotra1128@mbu.edu.in,9844399847,70.22,IPCPM0128Z,U-0188
MBU00129,Arjun Das,Female,M.Tech CSE,PG,1,arjun.das1129@mbu.edu.in,9857996668,71.34,UJWPD0129C,U-0188
MBU00130,Harika Reddy,Male,M.Tech CSE,PG,1,harika.reddy1130@mbu.edu.in,9841677881,63.9,VMJPR0130L,U-0188
MBU00131,Harika Verma,Male,M.Tech CSE,PG,1,harika.verma1131@mbu.edu.in,9839547456,90.35,QVEPV0131J,U-0188
MBU00132,Sneha Kumar,Male,M.Tech CSE,PG,1,sneha.kumar1132@mbu.edu.in,9855436395,94.74,ZUXPK0132H,U-0188
MBU00133,Rahul Shetty,Female,M.Tech CSE,PG,1,rahul.shetty1133@mbu.edu.in,9879072047,74.59,IGWPS0133T,U-0188
MBU00134,Ananya Rao,Male,M.Tech CSE,PG,1,ananya.rao1134@mbu.edu.in,9884143205,67.8,JBKPR0134D,U-0188
MBU00135,Neha Reddy,Female,M.Tech CSE,PG,1,neha.reddy1135@mbu.edu.in,9894341488,65.28,JXKPR0135L,U-0188
MBU00136,Ravi Reddy,Male,M.Tech CSE,PG,1,ravi.reddy1136@mbu.edu.in,9874760486,69.14,REQPR0136G,U-0188
MBU00137,Arjun Das,Female,M.Tech CSE,PG,1,arjun.das1137@mbu.edu.in,9867915735,96.56,ZXHPD0137J,U-0188
MBU00138,Harika Bose,Female,M.Tech CSE,PG,1,harika.bose1138@mbu.edu.in,9825789838,82.26,OYBPB0138B,U-0188
MBU00139,Sneha Sharma,Male,M.Tech CSE,PG,1,sneha.sharma1139@mbu.edu.in,9835716681,60.8,FRNPS0139Y,U-0188
MBU00140,Sneha Patel,Male,M.Tech CSE,PG,1,sneha.patel1140@mbu.edu.in,9836024662,69.96,OYNPP0140X,U-0188
MBU00141,Nikhil Nair,Female,M.Tech CSE,PG,1,nikhil.nair1141@mbu.edu.in,9868014181,71.75,CBXPN0141V,U-0188
MBU00142,Sameer Das,Male,M.Tech CSE,PG,1,sameer.das1142@mbu.edu.in,9887143286,60.09,KENPD0142Z,U-0188
MBU00143,Rahul Yadav,Male,M.Tech CSE,PG,1,rahul.yadav1143@mbu.edu.in,9837402376,78.66,SNAPY0143R,U-0188
MBU00144,Kavya Mishra,Female,M.Tech CSE,PG,1,kavya.mishra1144@mbu.edu.in,9871493003,66.38,UNKPM0144T,U-0188
MBU00145,Harika Sharma,Female,M.Tech CSE,PG,1,harika.sharma1145@mbu.edu.in,9869390192,60.77,NZQPS0145P,U-0188
MBU00146,Rahul Bose,Male,M.Tech CSE,PG,1,rahul.bose1146@mbu.edu.in,9831154305,85.9,JAQPB0146L,U-0188
MBU00147,Ritika Naidu,Male,M.Tech CSE,PG,1,ritika.naidu1147@mbu.edu.in,9827906306,95.14,LTXPN0147W,U-0188
MBU00148,Kiran Mishra,Male,M.Tech CSE,PG,1,kiran.mishra1148@mbu.edu.in,9889731122,76.97,ITJPM0148J,U-0188
MBU00149,Yash Yadav,Male,M.Tech CSE,PG,1,yash.yadav1149@mbu.edu.in,9815110398,83.34,ZCBPY0149U,U-0188
MBU00150,Divya Rao,Female,M.Tech CSE,PG,1,divya.rao1150@mbu.edu.in,9833399199,93.8,AAFPR0150Z,U-0188
MBU00151,Arjun Verma,Male,M.Tech CSE,PG,1,arjun.verma1151@mbu.edu.in,9861708440,71.41,ICXPV0151N,U-0188
MBU00152,Sanjay Malhotra,Male,M.Tech CSE,PG,1,sanjay.malhotra1152@mbu.edu.in,9854507056,82.33,XTEPM0152T,U-0188
MBU00153,Yash Shetty,Female,M.Tech CSE,PG,1,yash.shetty1153@mbu.edu.in,9830480787,84.27,TARPS0153O,U-0188
MBU00154,Divya Das,Female,M.Tech CSE,PG,1,divya.das1154@mbu.edu.in,9887082158,83.79,PBWPD0154H,U-0188
MBU00155,Sameer Iyer,Female,M.Tech CSE,PG,1,sameer.iyer1155@mbu.edu.in,9899504621,82.51,GJGPI0155T,U-0188
MBU00156,Vikram Rao,Female,M.Tech CSE,PG,1,vikram.rao1156@mbu.edu.in,9894659993,64.14,RPDPR0156I,U-0188
MBU00157,Meghana Das,Female,M.Tech CSE,PG,1,meghana.das1157@mbu.edu.in,9896923940,84.4,QTEPD0157N,U-0188
MBU00158,Ananya Iyer,Male,M.Tech CSE,PG,1,ananya.iyer1158@mbu.edu.in,9866485028,87.5,LYIPI0158R,U-0188
MBU00159,Pooja Mishra,Female,M.Tech CSE,PG,1,pooja.mishra1159@mbu.edu.in,9830495262,68.14,SCAPM0159O,U-0188
MBU00160,Sanjay Gupta,Female,M.Tech CSE,PG,1,sanjay.gupta1160@mbu.edu.in,9861029930,81.76,BCZPG0160U,U-0188
MBU00161,Rahul Shetty,Female,M.Tech CSE,PG,1,rahul.shetty1161@mbu.edu.in,9848054098,91.39,DISPS0161S,U-0188
MBU00162,Ritika Bhat,Male,M.Tech CSE,PG,1,ritika.bhat1162@mbu.edu.in,9895995761,83.71,VMTPB0162Q,U-0188
MBU00163,Ritika Reddy,Male,M.Tech CSE,PG,1,ritika.reddy1163@mbu.edu.in,9893777129,83.02,ZWGPR0163V,U-0188
MBU00164,Arjun Gupta,Male,M.Tech CSE,PG,1,arjun.gupta1164@mbu.edu.in,9894194021,99.25,XXZPG0164E,U-0188
MBU00165,Vinay Kumar,Female,M.Tech CSE,PG,1,vinay.kumar1165@mbu.edu.in,9815900448,97.5,PGXPK0165S,U-0188
MBU00166,Pooja Bose,Female,M.Tech CSE,PG,1,pooja.bose1166@mbu.edu.in,9822041788,74.64,FOQPB0166V,U-0188
MBU00167,Arjun Bose,Female,M.Tech CSE,PG,1,arjun.bose1167@mbu.edu.in,9855149839,89.94,ZOUPB0167J,U-0188
MBU00168,Meghana Rao,Female,M.Tech CSE,PG,1,meghana.rao1168@mbu.edu.in,9844254251,79.19,ACMPR0168R,U-0188
MBU00169,Vikram Nair,Female,M.Tech CSE,PG,1,vikram.nair1169@mbu.edu.in,9852165952,76.26,RNAPN0169N,U-0188
MBU00170,Kavya Das,Male,M.Tech CSE,PG,1,kavya.das1170@mbu.edu.in,9839593972,82.96,NPOPD0170M,U-0188
MBU00171,Ritika Kumar,Female,M.Tech CSE,PG,1,ritika.kumar1171@mbu.edu.in,9834072078,86.0,JQQPK0171W,U-0188
MBU00172,Aman Verma,Male,M.Tech CSE,PG,1,aman.verma1172@mbu.edu.in,9821793744,84.43,AFCPV0172I,U-0188
MBU00173,Meghana Patel,Female,M.Tech CSE,PG,1,meghana.patel1173@mbu.edu.in,9823893249,96.73,RGGPP0173Q,U-0188
MBU00174,Pooja Gupta,Male,M.Tech CSE,PG,1,pooja.gupta1174@mbu.edu.in,9833127844,88.52,SMSPG0174O,U-0188
MBU00175,Kavya Patel,Female,M.Tech CSE,PG,1,kavya.patel1175@mbu.edu.in,9886538810,75.43,FUXPP0175H,U-0188
MBU00176,Ananya Shetty,Female,M.Tech CSE,PG,1,ananya.shetty1176@mbu.edu.in,9840250435,60.01,WAUPS0176L,U-0188
MBU00177,Kavya Gupta,Male,M.Tech CSE,PG,1,kavya.gupta1177@mbu.edu.in,9819668643,90.3,JWUPG0177Y,U-0188
MBU00178,Kiran Reddy,Male,M.Tech CSE,PG,1,kiran.reddy1178@mbu.edu.in,9852694935,87.25,CFOPR0178A,U-0188
MBU00179,Ravi Sharma,Male,M.Tech CSE,PG,1,ravi.sharma1179@mbu.edu.in,9886981161,76.39,QXJPS0179C,U-0188
MBU00180,Harika Rao,Female,M.Tech CSE,PG,1,harika.rao1180@mbu.edu.in,9883657960,89.28,CMJPR0180W,U-0188
MBU00181,Pooja Yadav,Female,M.Tech CSE,PG,2,pooja.yadav1181@mbu.edu.in,9817914200,98.32,BZCPY0181I,U-0188
MBU00182,Pooja Shetty,Male,M.Tech CSE,PG,2,pooja.shetty1182@mbu.edu.in,9892168884,90.19,TFKPS0182S,U-0188
MBU00183,Vinay Naidu,Female,M.Tech CSE,PG,2,vinay.naidu1183@mbu.edu.in,9827629386,60.54,WKBPN0183D,U-0188
MBU00184,Pooja Patel,Female,M.Tech CSE,PG,2,pooja.patel1184@mbu.edu.in,9858680663,85.67,ZWXPP0184H,U-0188
MBU00185,Vinay Verma,Male,M.Tech CSE,PG,2,vinay.verma1185@mbu.edu.in,9862611568,91.49,PESPV0185A,U-0188
MBU00186,Ritika Gupta,Male,M.Tech CSE,PG,2,ritika.gupta1186@mbu.edu.in,9840938416,82.6,XATPG0186H,U-0188
MBU00187,Meghana Sharma,Male,M.Tech CSE,PG,2,meghana.sharma1187@mbu.edu.in,9844433218,79.78,NTZPS0187W,U-0188
MBU00188,Sneha Shetty,Female,M.Tech CSE,PG,2,sneha.shetty1188@mbu.edu.in,9832408786,72.15,IIUPS0188V,U-0188
