StudentID,Name,Gender,Department,Program,Year,Email,Phone,Attendance,student_password,PAN_CARD
SRM.1062,Harika Malhotra,Female,M.Sc Data Science,PG,2,harika.malhotra1062@srminstitute.edu.in,9872997859,88.91,Smartedu_1062,BSUPM0062S
SRM.1063,Divya Malhotra,Male,M.Sc Data Science,PG,2,divya.malhotra1063@srminstitute.edu.in,9870227096,98.25,Smartedu_1063,PFPPM0063Q
SRM.1064,Arjun Rao,Male,M.Sc Data Science,PG,2,arjun.rao1064@srminstitute.edu.in,9821332510,93.94,Smartedu_1064,GDNPR0064D
SRM.1065,Meghana Kumar,Female,M.Sc Data Science,PG,2,meghana.kumar1065@srminstitute.edu.in,9872294741,76.26,Smartedu_1065,CDWPK0065C
SRM.1066,Aman Das,Female,M.Sc Data Science,PG,2,aman.das1066@srminstitute.edu.in,9827286187,65.15,Smartedu_1066,BQAPD0066A
SRM.1067,Nikhil Iyer,Male,M.Sc Data Science,PG,2,nikhil.iyer1067@srminstitute.edu.in,9893238382,77.15,Smartedu_1067,WOOPI0067U
SRM.1068,Sameer Gupta,Female,M.Sc Data Science,PG,2,sameer.gupta1068@srminstitute.edu.in,9855777402,67.57,Smartedu_1068,ESAPG0068P
SRM.1069,Yash Bose,Female,M.Sc Data Science,PG,2,yash.bose1069@srminstitute.edu.in,9858892398,70.28,Smartedu_1069,OUMPB0069G
SRM.1070,Sameer Malhotra,Female,M.Sc Data Science,PG,2,sameer.malhotra1070@srminstitute.edu.in,9889804189,76.69,Smartedu_1070,LBZPM0070P
SRM.1071,Vinay Bose,Male,M.Sc Data Science,PG,2,vinay.bose1071@srminstitute.edu.in,9848989310,92.42,Smartedu_1071,VINPB0071P
SRM.1072,Kiran Rao,Female,M.Sc Data Science,PG,2,kiran.rao1072@srminstitute.edu.in,9834739735,67.1,Smartedu_1072,QMAPR0072C
SRM.1073,Divya Chopra,Male,M.Sc Data Science,PG,2,divya.chopra1073@srminstitute.edu.in,9871386256,95.78,Smartedu_1073,HFOPC0073T
SRM.1074,Kiran Jain,Male,M.Sc Data Science,PG,2,kiran.jain1074@srminstitute.edu.in,9856777199,77.1,Smartedu_1074,DYRPJ0074M
SRM.1075,Ananya Gupta,Male,M.Sc Data Science,PG,2,ananya.gupta1075@srminstitute.edu.in,9853283915,78.49,Smartedu_1075,FTQPG0075K
SRM.1076,Ananya Singh,Male,M.Sc Data Science,PG,2,ananya.singh1076@srminstitute.edu.in,9884986045,90.91,Smartedu_1076,UMDPS0076P
SRM.1077,Ananya Kumar,Male,M.Sc Data Science,PG,2,ananya.kumar1077@srminstitute.edu.in,9841490555,79.43,Smartedu_1077,NVIPK0077N
SRM.1078,Nikhil Singh,Female,M.Sc Data Science,PG,2,nikhil.singh1078@srminstitute.edu.in,9894115710,76.81,Smartedu_1078,XAHPS0078R
SRM.1079,Sneha Iyer,Female,M.Sc Data Science,PG,2,sneha.iyer1079@srminstitute.edu.in,9837984558,90.18,Smartedu_1079,GACPI0079O
SRM.1080,Pooja Singh,Male,M.Sc Data Science,PG,2,pooja.singh1080@srminstitute.edu.in,9889329662,69.77,Smartedu_1080,FDIPS0080J
SRM.1081,Sanjay Mishra,Female,M.Sc Data Science,PG,2,sanjay.mishra1081@srminstitute.edu.in,9840799963,89.17,Smartedu_1081,EAGPM0081J
SRM.1082,Rahul Malhotra,Male,M.Sc Data Science,PG,2,rahul.malhotra1082@srminstitute.edu.in,9820462147,96.9,Smartedu_1082,RZQPM0082B
SRM.1083,Ritika Bose,Male,M.Sc Data Science,PG,2,ritika.bose1083@srminstitute.edu.in,9824675320,67.55,Smartedu_1083,USUPB0083T
SRM.1084,Ritika Iyer,Female,M.Sc Data Science,PG,2,ritika.iyer1084@srminstitute.edu.in,9845827088,75.58,Smartedu_1084,SFIPI0084U
SRM.1085,Ritika Reddy,Female,M.Sc Data Science,PG,2,ritika.reddy1085@srminstitute.edu.in,9860300074,80.67,Smartedu_1085,CUTPR0085N
SRM.1086,Aman Sharma,Male,M.Sc Data Science,PG,2,aman.sharma1086@srminstitute.edu.in,9814538317,94.15,Smartedu_1086,PXQPS0086I
SRM.1087,Kiran Sharma,Male,M.Sc Data Science,PG,2,kiran.sharma1087@srminstitute.edu.in,9851535441,99.57,Smartedu_1087,CHGPS0087Q
SRM.1088,Sameer Verma,Male,M.Sc Data Science,PG,2,sameer.verma1088@srminstitute.edu.in,9841243307,62.4,Smartedu_1088,LLOPV0088H
SRM.1089,Nikhil Iyer,Female,M.Sc Data Science,PG,2,nikhil.iyer1089@srminstitute.edu.in,9811429261,66.78,Smartedu_1089,MRGPI0089I
SRM.1090,Vinay Reddy,Male,M.Sc Data Science,PG,2,vinay.reddy1090@srminstitute.edu.in,9842468771,72.33,Smartedu_1090,BVGPR0090W
SRM.1091,Ritika Das,Female,M.Sc Data Science,PG,2,ritika.das1091@srminstitute.edu.in,9832999080,71.57,Smartedu_1091,CUJPD0091Q
SRM.1092,Sameer Bose,Male,M.Sc Data Science,PG,2,sameer.bose1092@srminstitute.edu.in,9883852000,68.18,Smartedu_1092,TANPB0092L
SRM.1093,Arjun Malhotra,Female,M.Sc Data Science,PG,2,arjun.malhotra1093@srminstitute.edu.in,9877942234,63.2,Smartedu_1093,CUNPM0093Z
SRM.1094,Harika Reddy,Male,M.Sc Data Science,PG,2,harika.reddy1094@srminstitute.edu.in,9892431721,88.11,Smartedu_1094,WMJPR0094M
SRM.1095,Yash Rao,Female,M.Sc Data Science,PG,2,yash.rao1095@srminstitute.edu.in,9879689593,76.19,Smartedu_1095,DQFPR0095T
SRM.1096,Sameer Naidu,Male,M.Sc Data Science,PG,2,sameer.naidu1096@srminstitute.edu.in,9812438422,82.69,Smartedu_1096,QJJPN0096X
SRM.1097,Rahul Mishra,Male,M.Sc Data Science,PG,2,rahul.mishra1097@srminstitute.edu.in,9835020081,96.29,Smartedu_1097,PAVPM0097W
SRM.1098,Arjun Sharma,Female,M.Sc Data Science,PG,2,arjun.sharma1098@srminstitute.edu.in,9834997910,81.32,Smartedu_1098,DTGPS0098M
SRM.1099,Meghana Singh,Male,M.Sc Data Science,PG,2,meghana.singh1099@srminstitute.edu.in,9850424480,79.88,Smartedu_1099,XNZPS0099T
SRM.1100,Vikram Iyer,Female,M.Sc Data Science,PG,2,vikram.iyer1100@srminstitute.edu.in,9894962283,83.97,Smartedu_1100,ABAPI0100D
SRM.1101,Sanjay Jain,Female,M.Sc Data Science,PG,2,sanjay.jain1101@srminstitute.edu.in,9873712610,78.9,Smartedu_1101,DOGPJ0101V
SRM.1102,Sameer Malhotra,Male,M.Sc Data Science,PG,2,sameer.malhotra1102@srminstitute.edu.in,9867428479,73.13,Smartedu_1102,UFGPM0102Q
SRM.1103,Sameer Nair,Female,M.Sc Data Science,PG,2,sameer.nair1103@srminstitute.edu.in,9866721183,64.63,Smartedu_1103,TLJPN0103F
SRM.1104,Divya Bose,Male,M.Sc Data Science,PG,2,divya.bose1104@srminstitute.edu.in,9870764087,91.67,Smartedu_1104,GETPB0104X
SRM.1105,Nikhil Kumar,Female,M.Sc Data Science,PG,2,nikhil.kumar1105@srminstitute.edu.in,9843149868,63.05,Smartedu_1105,WLGPK0105C
SRM.1106,Vikram Chopra,Male,M.Sc Data Science,PG,2,vikram.chopra1106@srminstitute.edu.in,9837504839,63.54,Smartedu_1106,OHCPC0106W
SRM.1107,Sameer Gupta,Female,M.Sc Data Science,PG,2,sameer.gupta1107@srminstitute.edu.in,9851794497,97.92,Smartedu_1107,EHTPG0107F
SRM.1108,Yash Iyer,Male,M.Sc Data Science,PG,2,yash.iyer1108@srminstitute.edu.in,9885032108,99.66,Smartedu_1108,NMHPI0108J
SRM.1109,Aman Naidu,Female,M.Sc Data Science,PG,2,aman.naidu1109@srminstitute.edu.in,9835189040,84.72,Smartedu_1109,FOOPN0109T
SRM.1110,Aman Bhat,Male,M.Sc Data Science,PG,2,aman.bhat1110@srminstitute.edu.in,9827254358,63.73,Smartedu_1110,UUVPB0110W
SRM.1111,Meghana Naidu,Female,M.Sc Data Science,PG,2,meghana.naidu1111@srminstitute.edu.in,9873625731,86.08,Smartedu_1111,WRXPN0111W
SRM.1112,Vikram Jain,Male,M.Sc Data Science,PG,2,vikram.jain1112@srminstitute.edu.in,9869057017,70.83,Smartedu_1112,EEKPJ0112P
SRM.1113,Harika Sharma,Female,M.Sc Data Science,PG,2,harika.sharma1113@srminstitute.edu.in,9849638275,72.46,Smartedu_1113,FGKPS0113Z
SRM.1114,Neha Gupta,Male,M.Sc Data Science,PG,2,neha.gupta1114@srminstitute.edu.in,9844121120,69.12,Smartedu_1114,XFRPG0114Q
SRM.1115,Harika Rao,Female,M.Sc Data Science,PG,2,harika.rao1115@srminstitute.edu.in,9813472670,94.39,Smartedu_1115,LJRPR0115R
SRM.1116,Pooja Nair,Male,M.Sc Data Science,PG,2,pooja.nair1116@srminstitute.edu.in,9854803831,88.35,Smartedu_1116,DOUPN0116O
SRM.1117,Ravi Sharma,Male,M.Sc Data Science,PG,2,ravi.sharma1117@srminstitute.edu.in,9880123013,77.16,Smartedu_1117,VEBPS0117P
SRM.1118,Kavya Sharma,Female,M.Sc Data Science,PG,2,kavya.sharma1118@srminstitute.edu.in,9862439107,99.96,Smartedu_1118,YDUPS0118Q
SRM.1119,Pooja Mishra,Female,M.Sc Data Science,PG,2,pooja.mishra1119@srminstitute.edu.in,9817918544,83.03,Smartedu_1119,FKPPM0119P
SRM.1120,Rahul Jain,Male,M.Sc Data Science,PG,2,rahul.jain1120@srminstitute.edu.in,9821150344,75.97,Smartedu_1120,MCLPJ0120S
SRM.1121,Kiran Reddy,Male,M.Tech CSE,PG,1,kiran.reddy1121@srminstitute.edu.in,9842732960,84.0,Smartedu_1121,YFKPR0121J
SRM.1122,Rahul Mishra,Male,M.Tech CSE,PG,1,rahul.mishra1122@srminstitute.edu.in,9848350854,64.59,Smartedu_1122,PCCPM0122B
SRM.1123,Kiran Shetty,Female,M.Tech CSE,PG,1,kiran.shetty1123@srminstitute.edu.in,9895765761,70.14,Smartedu_1123,IRCPS0123M
SRM.1124,Ananya Iyer,Female,M.Tech CSE,PG,1,ananya.iyer1124@srminstitute.edu.in,9866727183,84.74,Smartedu_1124,EUUPI0124Z
SRM.1125,Aman Jain,Female,M.Tech CSE,PG,1,aman.jain1125@srminstitute.edu.in,9814523266,98.84,Smartedu_1125,VEJPJ0125B
SRM.1126,Ananya Naidu,Female,M.Tech CSE,PG,1,ananya.naidu1126@srminstitute.edu.in,9873457237,96.16,Smartedu_1126,PAMPN0126P
SRM.1127,Arjun Jain,Female,M.Tech CSE,PG,1,arjun.jain1127@srminstitute.edu.in,9858844549,98.58,Smartedu_1127,UTZPJ0127A
SRM.1128,Vikram Malhotra,Male,M.Tech CSE,PG,1,vikram.malhotra1128@srminstitute.edu.in,9844399847,97.36,Smartedu_1128,XFLPM0128S
SRM.1129,Arjun Das,Female,M.Tech CSE,PG,1,arjun.das1129@srminstitute.edu.in,9857996668,99.47,Smartedu_1129,UKNPD0129Q
SRM.1130,Harika Reddy,Male,M.Tech CSE,PG,1,harika.reddy1130@srminstitute.edu.in,9841677881,97.38,Smartedu_1130,AMAPR0130W
SRM.1131,Harika Verma,Male,M.Tech CSE,PG,1,harika.verma1131@srminstitute.edu.in,9839547456,99.44,Smartedu_1131,GIWPV0131X
SRM.1132,Sneha Kumar,Male,M.Tech CSE,PG,1,sneha.kumar1132@srminstitute.edu.in,9855436395,64.7,Smartedu_1132,XINPK0132H
SRM.1133,Rahul Shetty,Female,M.Tech CSE,PG,1,rahul.shetty1133@srminstitute.edu.in,9879072047,68.6,Smartedu_1133,VZFPS0133E
SRM.1134,Ananya Rao,Male,M.Tech CSE,PG,1,ananya.rao1134@srminstitute.edu.in,9884143205,90.74,Smartedu_1134,RSEPR0134N
SRM.1135,Neha Reddy,Female,M.Tech CSE,PG,1,neha.reddy1135@srminstitute.edu.in,9894341488,89.4,Smartedu_1135,UVWPR0135Q
SRM.1136,Ravi Reddy,Male,M.Tech CSE,PG,1,ravi.reddy1136@srminstitute.edu.in,9874760486,85.23,Smartedu_1136,SOCPR0136F
SRM.1137,Arjun Das,Female,M.Tech CSE,PG,1,arjun.das1137@srminstitute.edu.in,9867915735,83.88,Smartedu_1137,ZRVPD0137R
SRM.1138,Harika Bose,Female,M.Tech CSE,PG,1,harika.bose1138@srminstitute.edu.in,9825789838,95.51,Smartedu_1138,UHCPB0138J
SRM.1139,Sneha Sharma,Male,M.Tech CSE,PG,1,sneha.sharma1139@srminstitute.edu.in,9835716681,87.96,Smartedu_1139,OSLPS0139D
SRM.1140,Sneha Patel,Male,M.Tech CSE,PG,1,sneha.patel1140@srminstitute.edu.in,9836024662,87.25,Smartedu_1140,MQIPP0140X
SRM.1141,Nikhil Nair,Female,M.Tech CSE,PG,1,nikhil.nair1141@srminstitute.edu.in,9868014181,68.63,Smartedu_1141,ZXQPN0141W
SRM.1142,Sameer Das,Male,M.Tech CSE,PG,1,sameer.das1142@srminstitute.edu.in,9887143286,84.58,Smartedu_1142,TILPD0142V
SRM.1143,Rahul Yadav,Male,M.Tech CSE,PG,1,rahul.yadav1143@srminstitute.edu.in,9837402376,62.02,Smartedu_1143,QSMPY0143Z
SRM.1144,Kavya Mishra,Female,M.Tech CSE,PG,1,kavya.mishra1144@srminstitute.edu.in,9871493003,98.2,Smartedu_1144,TBWPM0144V
SRM.1145,Harika Sharma,Female,M.Tech CSE,PG,1,harika.sharma1145@srminstitute.edu.in,9869390192,61.1,Smartedu_1145,TVHPS0145U
SRM.1146,Rahul Bose,Male,M.Tech CSE,PG,1,rahul.bose1146@srminstitute.edu.in,9831154305,66.34,Smartedu_1146,EQZPB0146T
SRM.1147,Ritika Naidu,Male,M.Tech CSE,PG,1,ritika.naidu1147@srminstitute.edu.in,9827906306,88.56,Smartedu_1147,YDRPN0147X
SRM.1148,Kiran Mishra,Male,M.Tech CSE,PG,1,kiran.mishra1148@srminstitute.edu.in,9889731122,87.78,Smartedu_1148,DHYPM0148R
SRM.1149,Yash Yadav,Male,M.Tech CSE,PG,1,yash.yadav1149@srminstitute.edu.in,9815110398,87.73,Smartedu_1149,QGYPY0149S
SRM.1150,Divya Rao,Female,M.Tech CSE,PG,1,divya.rao1150@srminstitute.edu.in,9833399199,71.78,Smartedu_1150,XCNPR0150W
SRM.1151,Arjun Verma,Male,M.Tech CSE,PG,1,arjun.verma1151@srminstitute.edu.in,9861708440,81.27,Smartedu_1151,FEJPV0151D
SRM.1152,Sanjay Malhotra,Male,M.Tech CSE,PG,1,sanjay.malhotra1152@srminstitute.edu.in,9854507056,86.24,Smartedu_1152,TSGPM0152Z
SRM.1153,Yash Shetty,Female,M.Tech CSE,PG,1,yash.shetty1153@srminstitute.edu.in,9830480787,95.26,Smartedu_1153,WLUPS0153X
SRM.1154,Divya Das,Female,M.Tech CSE,PG,1,divya.das1154@srminstitute.edu.in,9887082158,78.79,Smartedu_1154,BESPD0154Z
SRM.1155,Sameer Iyer,Female,M.Tech CSE,PG,1,sameer.iyer1155@srminstitute.edu.in,9899504621,89.96,Smartedu_1155,RLUPI0155S
SRM.1156,Vikram Rao,Female,M.Tech CSE,PG,1,vikram.rao1156@srminstitute.edu.in,9894659993,85.88,Smartedu_1156,YGKPR0156V
SRM.1157,Meghana Das,Female,M.Tech CSE,PG,1,meghana.das1157@srminstitute.edu.in,9896923940,60.63,Smartedu_1157,RESPD0157O
SRM.1158,Ananya Iyer,Male,M.Tech CSE,PG,1,ananya.iyer1158@srminstitute.edu.in,9866485028,95.11,Smartedu_1158,CEOPI0158Z
SRM.1159,Pooja Mishra,Female,M.Tech CSE,PG,1,pooja.mishra1159@srminstitute.edu.in,9830495262,95.18,Smartedu_1159,QZGPM0159N
SRM.1160,Sanjay Gupta,Female,M.Tech CSE,PG,1,sanjay.gupta1160@srminstitute.edu.in,9861029930,68.52,Smartedu_1160,PQBPG0160E
SRM.1161,Rahul Shetty,Female,M.Tech CSE,PG,1,rahul.shetty1161@srminstitute.edu.in,9848054098,64.12,Smartedu_1161,MQYPS0161V
SRM.1162,Ritika Bhat,Male,M.Tech CSE,PG,1,ritika.bhat1162@srminstitute.edu.in,9895995761,80.67,Smartedu_1162,PDWPB0162P
SRM.1163,Ritika Reddy,Male,M.Tech CSE,PG,1,ritika.reddy1163@srminstitute.edu.in,9893777129,93.37,Smartedu_1163,ISSPR0163D
SRM.1164,Arjun Gupta,Male,M.Tech CSE,PG,1,arjun.gupta1164@srminstitute.edu.in,9894194021,88.03,Smartedu_1164,XQVPG0164P
SRM.1165,Vinay Kumar,Female,M.Tech CSE,PG,1,vinay.kumar1165@srminstitute.edu.in,9815900448,60.19,Smartedu_1165,GCEPK0165W
SRM.1166,Pooja Bose,Female,M.Tech CSE,PG,1,pooja.bose1166@srminstitute.edu.in,9822041788,87.7,Smartedu_1166,ZYAPB0166T
SRM.1167,Arjun Bose,Female,M.Tech CSE,PG,1,arjun.bose1167@srminstitute.edu.in,9855149839,93.19,Smartedu_1167,WYEPB0167P
SRM.1168,Meghana Rao,Female,M.Tech CSE,PG,1,meghana.rao1168@srminstitute.edu.in,9844254251,73.41,Smartedu_1168,QPEPR0168Z
SRM.1169,Vikram Nair,Female,M.Tech CSE,PG,1,vikram.nair1169@srminstitute.edu.in,9852165952,63.63,Smartedu_1169,SHRPN0169K
SRM.1170,Kavya Das,Male,M.Tech CSE,PG,1,kavya.das1170@srminstitute.edu.in,9839593972,96.75,Smartedu_1170,AAXPD0170U
SRM.1171,Ritika Kumar,Female,M.Tech CSE,PG,1,ritika.kumar1171@srminstitute.edu.in,9834072078,94.75,Smartedu_1171,KCEPK0171D
SRM.1172,Aman Verma,Male,M.Tech CSE,PG,1,aman.verma1172@srminstitute.edu.in,9821793744,74.44,Smartedu_1172,DIYPV0172E
