StudentID,Name,Gender,Department,Program,Year,Email,Phone,Attendance,PAN_CARD
KLU00116,Pooja Nair,Male,M.Sc Data Science,PG,2,pooja.nair9256@klu.edu.in,9854803831,70.35,VYXPN0116C
KLU00117,Ravi Sharma,Male,M.Sc Data Science,PG,2,ravi.sharma9257@klu.edu.in,9880123013,64.37,SHLPS0117V
KLU00118,Kavya Sharma,Female,M.Sc Data Science,PG,2,kavya.sharma9258@klu.edu.in,9862439107,90.28,IZCPS0118K
KLU00119,Pooja Mishra,Female,M.Sc Data Science,PG,2,pooja.mishra9259@klu.edu.in,9817918544,60.95,AMJPM0119G
KLU00120,Rahul Jain,Male,M.Sc Data Science,PG,2,rahul.jain9260@klu.edu.in,9821150344,77.98,KGDPJ0120C
KLU00121,Kiran Reddy,Male,M.Tech CSE,PG,1,kiran.reddy5101@klu.edu.in,9842732960,92.96,ATXPR0121J
KLU00122,Rahul Mishra,Male,M.Tech CSE,PG,1,rahul.mishra5102@klu.edu.in,9848350854,92.5,YDTPM0122X
KLU00123,Kiran Shetty,Female,M.Tech CSE,PG,1,kiran.shetty5103@klu.edu.in,9895765761,76.97,DKTPS0123H
KLU00124,Ananya Iyer,Female,M.Tech CSE,PG,1,ananya.iyer5104@klu.edu.in,9866727183,71.31,VIOPI0124E
KLU00125,Aman Jain,Female,M.Tech CSE,PG,1,aman.jain5105@klu.edu.in,9814523266,62.72,BKIPJ0125M
KLU00126,Ananya Naidu,Female,M.Tech CSE,PG,1,ananya.naidu5106@klu.edu.in,9873457237,65.82,YLKPN0126H
KLU00127,Arjun Jain,Female,M.Tech CSE,PG,1,arjun.jain5107@klu.edu.in,9858844549,94.14,BNJPJ0127P
KLU00128,Vikram Malhotra,Male,M.Tech CSE,PG,1,vikram.malhotra5108@klu.edu.in,9844399847,77.76,FJKPM0128A
KLU00129,Arjun Das,Female,M.Tech CSE,PG,1,arjun.das5109@klu.edu.in,9857996668,63.58,PUKPD0129P
KLU00130,Harika Reddy,Male,M.Tech CSE,PG,1,harika.reddy5110@klu.edu.in,9841677881,81.24,CWWPR0130U
KLU00131,Harika Verma,Male,M.Tech CSE,PG,1,harika.verma5111@klu.edu.in,9839547456,87.06,XQIPV0131D
KLU00132,Sneha Kumar,Male,M.Tech CSE,PG,1,sneha.kumar5112@klu.edu.in,9855436395,93.98,ONGPK0132W
KLU00133,Rahul Shetty,Female,M.Tech CSE,PG,1,rahul.shetty5113@klu.edu.in,9879072047,80.58,HXNPS0133N
KLU00134,Ananya Rao,Male,M.Tech CSE,PG,1,ananya.rao5114@klu.edu.in,9884143205,70.59,HTXPR0134Z
KLU00135,Neha Reddy,Female,M.Tech CSE,PG,1,neha.reddy5115@klu.edu.in,9894341488,97.97,NIUPR0135L
KLU00136,Ravi Reddy,Male,M.Tech CSE,PG,1,ravi.reddy5116@klu.edu.in,9874760486,77.83,ENWPR0136H
KLU00137,Arjun Das,Female,M.Tech CSE,PG,1,arjun.das5117@klu.edu.in,9867915735,96.78,BGCPD0137H
KLU00138,Harika Bose,Female,M.Tech CSE,PG,1,harika.bose5118@klu.edu.in,9825789838,63.41,AVPPB0138C
KLU00139,Sneha Sharma,Male,M.Tech CSE,PG,1,sneha.sharma5119@klu.edu.in,9835716681,65.07,CYQPS0139Z
KLU00140,Sneha Patel,Male,M.Tech CSE,PG,1,sneha.patel5120@klu.edu.in,9836024662,87.33,KFKPP0140W
KLU00141,Nikhil Nair,Female,M.Tech CSE,PG,1,nikhil.nair5121@klu.edu.in,9868014181,74.94,YMZPN0141S
KLU00142,Sameer Das,Male,M.Tech CSE,PG,1,sameer.das5122@klu.edu.in,9887143286,64.53,KBHPD0142L
KLU00143,Rahul Yadav,Male,M.Tech CSE,PG,1,rahul.yadav5123@klu.edu.in,9837402376,72.14,BAFPY0143Y
KLU00144,Kavya Mishra,Female,M.Tech CSE,PG,1,kavya.mishra5124@klu.edu.in,9871493003,81.13,CSGPM0144K
KLU00145,Harika Sharma,Female,M.Tech CSE,PG,1,harika.sharma5125@klu.edu.in,9869390192,77.84,KOFPS0145B
KLU00146,Rahul Bose,Male,M.Tech CSE,PG,1,rahul.bose5126@klu.edu.in,9831154305,89.68,HLXPB0146O
KLU00147,Ritika Naidu,Male,M.Tech CSE,PG,1,ritika.naidu5127@klu.edu.in,9827906306,81.33,FTGPN0147X
KLU00148,Kiran Mishra,Male,M.Tech CSE,PG,1,kiran.mishra5128@klu.edu.in,9889731122,76.67,XNFPM0148J
KLU00149,Yash Yadav,Male,M.Tech CSE,PG,1,yash.yadav5129@klu.edu.in,9815110398,99.68,RWAPY0149Y
KLU00150,Divya Rao,Female,M.Tech CSE,PG,1,divya.rao5130@klu.edu.in,9833399199,98.7,SVFPR0150C
KLU00151,Arjun Verma,Male,M.Tech CSE,PG,1,arjun.verma5131@klu.edu.in,9861708440,80.67,VRDPV0151A
KLU00152,Sanjay Malhotra,Male,M.Tech CSE,PG,1,sanjay.malhotra5132@klu.edu.in,9854507056,81.28,OYVPM0152W
KLU00153,Yash Shetty,Female,M.Tech CSE,PG,1,yash.shetty5133@klu.edu.in,9830480787,82.57,FVTPS0153Y
KLU00154,Divya Das,Female,M.Tech CSE,PG,1,divya.das5134@klu.edu.in,9887082158,88.79,OKRPD0154Y
KLU00155,Sameer Iyer,Female,M.Tech CSE,PG,1,sameer.iyer5135@klu.edu.in,9899504621,75.33,JDSPI0155S
KLU00156,Vikram Rao,Female,M.Tech CSE,PG,1,vikram.rao5136@klu.edu.in,9894659993,63.37,GPVPR0156S
KLU00157,Meghana Das,Female,M.Tech CSE,PG,1,meghana.das5137@klu.edu.in,9896923940,93.83,BLAPD0157X
KLU00158,Ananya Iyer,Male,M.Tech CSE,PG,1,ananya.iyer5138@klu.edu.in,9866485028,78.97,CLTPI0158I
KLU00159,Pooja Mishra,Female,M.Tech CSE,PG,1,pooja.mishra5139@klu.edu.in,9830495262,74.68,MDOPM0159F
KLU00160,Sanjay Gupta,Female,M.Tech CSE,PG,1,sanjay.gupta5140@klu.edu.in,9861029930,66.47,CEDPG0160K
KLU00161,Rahul Shetty,Female,M.Tech CSE,PG,1,rahul.shetty5141@klu.edu.in,9848054098,73.17,MHMPS0161R
KLU00162,Ritika Bhat,Male,M.Tech CSE,PG,1,ritika.bhat5142@klu.edu.in,9895995761,71.42,XKLPB0162S
KLU00163,Ritika Reddy,Male,M.Tech CSE,PG,1,ritika.reddy5143@klu.edu.in,9893777129,78.95,KHBPR0163I
KLU00164,Arjun Gupta,Male,M.Tech CSE,PG,1,arjun.gupta5144@klu.edu.in,9894194021,82.23,MDUPG0164A
KLU00165,Vinay Kumar,Female,M.Tech CSE,PG,1,vinay.kumar5145@klu.edu.in,9815900448,69.25,EJJPK0165U
KLU00166,Pooja Bose,Female,M.Tech CSE,PG,1,pooja.bose5146@klu.edu.in,9822041788,96.03,RUEPB0166P
KLU00167,Arjun Bose,Female,M.Tech CSE,PG,1,arjun.bose5147@klu.edu.in,9855149839,91.05,NUXPB0167F
KLU00168,Meghana Rao,Female,M.Tech CSE,PG,1,meghana.rao5148@klu.edu.in,9844254251,75.54,QEXPR0168N
KLU00169,Vikram Nair,Female,M.Tech CSE,PG,1,vikram.nair5149@klu.edu.in,9852165952,82.16,IIQPN0169P
KLU00170,Kavya Das,Male,M.Tech CSE,PG,1,kavya.das5150@klu.edu.in,9839593972,62.59,MAAPD0170K
KLU00171,Ritika Kumar,Female,M.Tech CSE,PG,1,ritika.kumar5151@klu.edu.in,9834072078,63.43,FGJPK0171V
KLU00172,Aman Verma,Male,M.Tech CSE,PG,1,aman.verma5152@klu.edu.in,9821793744,67.11,TKFPV0172R
KLU00173,Meghana Patel,Female,M.Tech CSE,PG,1,meghana.patel5153@klu.edu.in,9823893249,70.62,DUDPP0173O
KLU00174,Pooja Gupta,Male,M.Tech CSE,PG,1,pooja.gupta5154@klu.edu.in,9833127844,64.28,TTVPG0174G
KLU00175,Kavya Patel,Female,M.Tech CSE,PG,1,kavya.patel5155@klu.edu.in,9886538810,95.96,TMZPP0175J
KLU00176,Ananya Shetty,Female,M.Tech CSE,PG,1,ananya.shetty5156@klu.edu.in,9840250435,86.51,SFTPS0176G
KLU00177,Kavya Gupta,Male,M.Tech CSE,PG,1,kavya.gupta5157@klu.edu.in,9819668643,61.11,LMNPG0177K
KLU00178,Kiran Reddy,Male,M.Tech CSE,PG,1,kiran.reddy5158@klu.edu.in,9852694935,78.8,MXGPR0178H
KLU00179,Ravi Sharma,Male,M.Tech CSE,PG,1,ravi.sharma5159@klu.edu.in,9886981161,88.22,ZHHPS0179M
KLU00180,Harika Rao,Female,M.Tech CSE,PG,1,harika.rao5160@klu.edu.in,9883657960,75.49,TPMPR0180F
KLU00181,Pooja Yadav,Female,M.Tech CSE,PG,2,pooja.yadav5201@klu.edu.in,9817914200,80.27,UFQPY0181X
KLU00182,Pooja Shetty,Male,M.Tech CSE,PG,2,pooja.shetty5202@klu.edu.in,9892168884,83.46,ECSPS0182H
KLU00183,Vinay Naidu,Female,M.Tech CSE,PG,2,vinay.naidu5203@klu.edu.in,9827629386,68.91,LISPN0183C
KLU00184,Pooja Patel,Female,M.Tech CSE,PG,2,pooja.patel5204@klu.edu.in,9858680663,68.21,INRPP0184F
KLU00185,Vinay Verma,Male,M.Tech CSE,PG,2,vinay.verma5205@klu.edu.in,9862611568,63.59,YTQPV0185S
KLU00186,Ritika Gupta,Male,M.Tech CSE,PG,2,ritika.gupta5206@klu.edu.in,9840938416,80.08,FEKPG0186M
KLU00187,Meghana Sharma,Male,M.Tech CSE,PG,2,meghana.sharma5207@klu.edu.in,9844433218,71.08,NHGPS0187R
KLU00188,Sneha Shetty,Female,M.Tech CSE,PG,2,sneha.shetty5208@klu.edu.in,9832408786,72.66,VTQPS0188E
KLU00189,Sneha Iyer,Female,M.Tech CSE,PG,2,sneha.iyer5209@klu.edu.in,9851234353,83.03,DVAPI0189O
KLU00190,Sameer Chopra,Female,M.Tech CSE,PG,2,sameer.chopra5210@klu.edu.in,9891832232,87.22,WIBPC0190V
KLU00191,Arjun Mishra,Male,M.Tech CSE,PG,2,arjun.mishra5211@klu.edu.in,9899462484,71.4,BCWPM0191N
KLU00192,Sanjay Chopra,Female,M.Tech CSE,PG,2,sanjay.chopra5212@klu.edu.in,9846644936,73.39,NKTPC0192X
KLU00193,Ananya Jain,Male,M.Tech CSE,PG,2,ananya.jain5213@klu.edu.in,9814725125,93.87,SBMPJ0193Q
KLU00194,Sneha Jain,Female,M.Tech CSE,PG,2,sneha.jain5214@klu.edu.in,9881761826,72.33,BSFPJ0194T
KLU00195,Ritika Naidu,Male,M.Tech CSE,PG,2,ritika.naidu5215@klu.edu.in,9888512441,76.07,WDHPN0195R
KLU00196,Sneha Kumar,Female,M.Tech CSE,PG,2,sneha.kumar5216@klu.edu.in,9868380638,65.58,QFBPK0196C
KLU00197,Pooja Naidu,Female,M.Tech CSE,PG,2,pooja.naidu5217@klu.edu.in,9887634958,89.85,SRDPN0197Z
KLU00198,Kavya Verma,Male,M.Tech CSE,PG,2,kavya.verma5218@klu.edu.in,9889675188,86.53,VSZPV0198L
KLU00199,Nikhil Yadav,Male,M.Tech CSE,PG,2,nikhil.yadav5219@klu.edu.in,9817735008,88.48,IDUPY0199Y
KLU00200,Nikhil Naidu,Female,M.Tech CSE,PG,2,nikhil.naidu5220@klu.edu.in,9810833295,73.88,LSIPN0200O
KLU00201,Arjun Chopra,Male,M.Tech CSE,PG,2,arjun.chopra5221@klu.edu.in,9867142964,78.15,FFEPC0201O
KLU00202,Vikram Kumar,Male,M.Tech CSE,PG,2,vikram.kumar5222@klu.edu.in,9881911802,60.45,QJVPK0202I
KLU00203,Harika Naidu,Female,M.Tech CSE,PG,2,harika.naidu5223@klu.edu.in,9850334894,81.84,CYGPN0203X
KLU00204,Ananya Verma,Female,M.Tech CSE,PG,2,ananya.verma5224@klu.edu.in,9814574992,77.92,IAUPV0204U
KLU00205,Sneha Patel,Male,M.Tech CSE,PG,2,sneha.patel5225@klu.edu.in,9849077684,62.15,NHHPP0205P
